From,To,Volume,Cost,P
397,398,503.6,2.000022693,1
398,397,6087.1,2.484381961,1
398,399,503.6,0.579930822,1
399,163,1563.1,0.542649927,1
399,398,6087.1,0.720376663,1
399,400,737.3,0.500026065,1
400,119,1433.7,0.530185918,1
400,399,7129.2,0.727850202,1
400,401,1205.231266,0.140203682,1
401,37,132.4,0.149068323,1
401,52,956.1312664,1.00014743,1
401,384,133.3,2.000000111,1
401,400,5468.8,0.162266272,1
402,37,96.4,0.149068323,1
402,52,2771.558749,1.010409085,1
402,385,194.2201983,2.000000502,1
402,403,691.6798017,1.000040377,1
402,412,570.9312664,2.000037487,1
403,386,23.47980174,2,1
403,402,1550.00044,1.001018224,1
403,404,668.2,1.000035168,1
404,387,794.872598,2.000140843,1
404,403,1510,1.000917115,1
404,405,1118.627402,2.000552444,1
404,413,1488.968734,2.001734157,1
405,388,410.927402,2.00001006,1
405,404,2043.562552,2.006153156,1
405,406,1030.129255,2.000397295,1
405,414,509.4,2.000023756,1
406,38,616.1,0.149068451,1
406,53,923.3,1.080062688,1
406,389,717.7,2.000093609,1
406,405,1798.062552,2.003687783,1
406,415,934.2,2.000268724,1
407,38,1693.6,0.149075622,1
407,53,1892.687496,1.062247736,1
407,390,0,2.579924242,1
407,408,3154.2,1.098780974,1
407,416,387.9,2.000007988,1
408,211,2396.5,0.735657343,1
408,407,3338.187496,1.103580847,1
408,409,1219.757477,0.500195245,1
409,167,686.3,0.501584993,1
409,408,2723.187496,0.50485061,1
409,410,594.2574772,0.2200806,1
410,396,630.9574772,2.000055917,1
410,409,650.4,0.220082705,1
410,411,37,2.000000001,1
411,8,37,1,1
411,410,722.1,2.000095926,1
412,21,570.9312664,1.000018744,1
412,402,1396.5,2.001341869,1
413,21,1488.968734,1.000867079,1
413,404,1245.3,2.000848481,1
414,22,509.4,1.000011878,1
414,405,619.8,2.000052066,1
415,22,934.2,1.000134362,1
415,406,904.6,2.00023625,1
416,23,387.9,1.000003994,1
416,407,1522.5,2.001895725,1
