From,To,Volume,Cost,P
407,385,1328.802205,0.18668504,1
407,413,1072.652,0.173343392,1
408,407,1375.966205,0.173353256,1
408,414,115.02,0.222857143,1
409,386,0,0.186666667,1
409,410,0,0.173333333,1
410,344,533.584,0.173333784,1
410,411,0,0.186666667,1
411,412,0,0.173333333,1
411,416,28.14,0.186666667,1
412,385,256.895,0.173333351,1
412,413,0,0.186666667,1
413,414,463.528,0.1733342,1
413,418,609.124,0.186667542,1
414,415,463.528,0.1866676,1
414,419,115.02,0.24,1
415,342,1194.949,0.156,1
415,393,1428.727,0.17346261,1
416,355,28.14,0.2,1
416,387,2157.700795,0.187537082,1
417,412,256.895,0.186666686,1
417,416,2157.700795,0.174141576,1
418,417,2157.700795,0.187537082,1
418,423,931.61,0.200006202,1
419,418,2480.186795,0.174834727,1
419,424,857.129,0.257147141,1
420,415,2160.148,0.168,1
420,419,3222.295795,0.191843987,1
421,420,3071.602795,0.177218789,1
421,474,848.1950474,0.200014684,1
422,394,41.45,0.186666667,1
422,421,2872.592795,0.189773287,1
423,356,374.856,0.240001231,1
423,424,7747.64,0.156009508,1
423,426,47.164,0.2,1
424,6,951.269,0.833333333,1
424,423,52.37,0.222857143,1
424,427,135.7,0.257142858,1
424,452,9454.122,0.168291901,1
425,6,511.41,0.833333333,1
425,279,465.188,0.266668022,1
425,428,1614.825,0.08002862,1
426,359,447.146,0.186667462,1
427,426,399.982,0.173333459,1
427,431,135.7,0.222857143,1
428,279,0,0.377142857,1
428,282,1571.745,0.146713193,1
428,360,43.08,0.24,1
429,361,0,0.173333333,1
429,435,134.39,0.066666667,1
430,362,0,0.186666667,1
430,426,0,0.173333333,1
430,431,48.955,0.173333333,1
431,436,135.7,0.24,1
431,449,48.955,0.186666667,1
432,361,73.791,0.12,1
432,435,0,0.257142857,1
433,280,134.39,0.200000001,1
433,434,48.955,0.222857143,1
434,362,0,0.24,1
434,432,73.791,0.066666667,1
435,360,0,0.257142857,1
435,432,0,0.257142857,1
435,433,134.39,0.133333334,1
436,362,0,0.222857143,1
436,363,505.759,0.222857419,1
437,434,24.836,0.173333333,1
438,439,0,0.186666667,1
439,284,0,0.2,1
440,441,505.759,0.222857419,1
441,281,505.759,0.257143176,1
442,390,1398.510047,0.133423761,1
442,443,1165.103443,0.186682312,1
443,389,41.45,0.173333333,1
443,444,1165.103443,0.173347861,1
444,349,1016.253205,0.186675187,1
444,504,1165.103443,0.186682312,1
445,339,1365.743,0.160027179,1
445,350,0,0.2,1
446,347,502.23,0.200000147,1
446,379,28.14,0.093333333,1
446,447,1066.614,0.160003358,1
447,375,140.92,0.093333334,1
447,381,1066.614,0.200004197,1
447,446,502.23,0.160000118,1
448,31,689.893,0.616666667,1
448,338,0,0.6,1
448,339,2098.458,0.428920682,1
449,477,209.824,0.156,1
449,519,48.955,0.173333333,1
450,44,2597.546,0.666666667,1
450,492,0,17,1
450,497,48.877,0.173333339,1
450,507,415.9757037,0.186666674,1
451,491,0,13,1
451,495,3035.968313,0.156,1
452,420,2310.841,0.18,1
452,424,18.33,0.24,1
452,474,7779.772,0.15600205,1
453,459,73.03,0.462857143,1
453,468,2081.557,0.132,1
453,475,10591.49936,0.240567319,1
454,213,800.4923423,0.322401552,1
454,455,9671.35236,0.228116753,1
454,475,8.309,0.257142857,1
454,513,355.5217037,0.200000004,1
455,44,1526.244,0.666666667,1
455,454,8.309,0.325714286,1
455,471,4700.580047,0.168,1
455,520,5642.300277,0.180048542,1
456,6,126.949,0.833333333,1
456,8,43.41,0.666666667,1
456,488,316.624,0.156,1
456,489,837.308,0.240100924,1
457,490,4529.727629,0.270258165,1
457,507,304.87,0.173351127,1
457,806,355.5217037,0.18666668,1
458,37,2691.123,0.7,1
458,460,3601.208417,0.362428832,1
458,505,5018.559822,0.176890073,1
459,37,398.233,0.7,1
459,453,8914.695047,0.324042113,1
459,464,0,0.222857143,1
459,499,2278.469,0.18,1
460,348,3598.727417,0.195128021,1
460,803,1091.951,0.168,1
461,457,4409.358998,0.252018875,1
461,508,1357.752385,0.156,1
462,450,0,18,1
462,498,1244.352385,0.156,1
463,213,3121.298361,0.268453321,1
463,486,7072.338957,0.100347198,1
464,459,8020.917047,0.156003426,1
464,479,53.778,0.2,1
464,517,0,0.222857143,1
465,480,886.263,0.120064965,1
465,484,278.147,0.186667251,1
466,459,2932.265,0.108,1
466,480,1258.866,0.160412349,1
466,487,309.77,0.17333421,1
467,349,864.119,0.186669379,1
467,504,1048.08,0.168,1
468,483,1105.51,0.156,1
468,487,2881.966,0.186991933,1
469,210,3220.272259,0.778516613,1
469,545,504.364,0.37714399,1
469,547,27.37,0.400000001,1
470,463,2481.016337,0.187117325,1
470,481,372.564,0.186666765,1
471,455,441.647,0.240001726,1
471,476,4565.711047,0.156,1
471,515,154.006,0.200000002,1
472,462,0,13,1
472,509,154.006,0.186666669,1
473,44,2415.66,0.666666667,1
473,461,3774.091063,0.183041221,1
473,819,483.629,0.18666698,1
474,8,544.811,0.666666667,1
474,452,444.997,0.222858807,1
474,478,62.239,0.2,1
474,517,8062.367047,0.168004024,1
475,214,1206.751,0.326602226,1
475,453,8.309,0.342857143,1
475,454,9489.09036,0.180066918,1
475,512,4.135,0.257142857,1
476,471,88.22,0.222857143,1
476,482,38.14,0.2,1
476,568,4565.711047,0.168,1
477,427,399.982,0.186666802,1
477,452,209.824,0.18,1
478,477,399.982,0.173333783,1
478,519,45.64,0.173333333,1
479,465,41.368,0.08,1
479,518,383.383,0.173333706,1
480,8,651.114,0.666666667,1
480,465,236.779,0.120000184,1
480,466,1618.935,0.1612618,1
480,479,370.973,0.093333507,1
481,471,372.564,0.200000105,1
481,482,0,0.222857143,1
482,485,38.14,0.186666667,1
482,569,0,0.24,1
483,205,1415.28,0.306689298,1
484,465,886.263,0.186767724,1
484,489,278.147,0.266667502,1
484,518,0,0.2,1
485,470,2481.016337,0.187117325,1
485,546,38.14,0.133333333,1
486,469,3220.272259,0.264000006,1
486,545,4112.289698,0.150014816,1
487,466,2881.966,0.176260137,1
487,483,309.77,0.280000065,1
488,436,370.059,0.240000038,1
488,449,209.824,0.168,1
489,215,0,1.6,1
489,456,60.528,0.240000001,1
489,484,837.308,0.266778805,1
489,488,263.259,0.22285717,1
490,458,4529.727629,0.285272508,1
490,506,0,0.222857143,1
490,805,4.135,0.24,1
491,467,0,13,1
491,494,0,0.222857143,1
492,451,0,20,1
492,496,0,0.222857143,1
492,506,4.135,0.24,1
493,467,1912.199,0.156,1
493,494,0,0.173333333,1
494,495,0,0.173333333,1
495,496,0,0.266666667,1
495,511,3035.968313,0.168,1
496,492,4.135,0.222857143,1
496,497,0,0.213333333,1
496,512,0,0.24,1
497,450,355.5217037,0.173333337,1
497,498,0,0.24,1
497,513,48.877,0.186666672,1
498,500,0,0.173333333,1
498,514,1244.352385,0.168,1
499,396,2872.592795,0.189773287,1
499,493,1912.199,0.168,1
500,472,154.006,0.173333335,1
500,503,90.89,0.173333334,1
501,473,6076.351063,0.253999807,1
501,510,38.14,0.173333333,1
502,472,0,13,1
502,503,38.14,0.173333333,1
503,44,90.89,0.666666667,1
503,516,38.14,0.186666667,1
503,566,67.913,0.186666667,1
504,460,1089.47,0.156,1
504,505,1123.713443,0.346691406,1
505,451,3035.968313,0.168,1
505,506,3106.304953,0.254994705,1
506,490,4.135,0.222857143,1
506,492,0,0.24,1
506,507,3106.304953,0.228153157,1
507,450,2597.546,0.449228085,1
507,457,415.9757037,0.173333358,1
507,508,813.6289526,0.226670516,1
508,462,1244.352385,0.168,1
508,509,927.0289526,0.173338592,1
509,473,267.406,0.173333354,1
509,510,813.6289526,0.173336277,1
510,502,38.14,0.186666667,1
510,564,813.6289526,0.186669837,1
511,453,3823.082313,0.180000002,1
511,499,2506.322795,0.349812715,1
512,475,0,0.257142857,1
512,496,4.135,0.24,1
512,511,3293.436795,0.274816946,1
513,454,800.4923423,0.20150097,1
513,497,355.5217037,0.18666667,1
513,512,3293.436795,0.219853557,1
514,455,1620.638964,0.18,1
514,513,4045.052137,0.272644648,1
515,500,244.896,0.186666682,1
515,514,4421.338717,0.192955595,1
516,476,38.14,0.2,1
516,515,4512.228717,0.194813606,1
517,422,41.45,0.2,1
517,464,8020.917047,0.156003426,1
517,474,0,0.24,1
518,478,383.383,0.186667068,1
518,517,0,0.2,1
519,484,48.955,0.186666667,1
519,489,45.64,0.186666667,1
520,463,5642.300277,0.168045306,1
520,481,0,0.24,1
521,527,5309.012353,0.21421341,1
521,528,4857.889205,0.218784606,1
521,551,0,0.24,1
521,555,4479.976121,0.220460021,1
521,682,0,0.222857143,1
522,45,0,0.666666667,1
522,529,0,14,1
522,551,0,0.222857143,1
522,552,0,0.222857143,1
523,530,0,0.24,1
523,542,0,0.257142857,1
523,553,0,0.257142857,1
523,581,4266.083047,0.156,1
524,536,5299.3447,0.228371944,1
524,657,26.484,0.171428571,1
524,673,3227.401342,0.201554703,1
525,53,302.29,0.5,1
525,537,1276.721442,0.240321487,1
525,586,512.357,0.200000161,1
525,595,4267.631047,0.168,1
526,463,2070.320704,0.160620809,1
526,470,372.564,0.066666702,1
527,521,4479.976121,0.206681269,1
527,528,2010.661465,0.066893804,1
527,716,5309.012353,0.21421341,1
528,548,1595.276181,0.173544403,1
528,563,5273.274489,0.21628562,1
529,549,999.968,0.173359791,1
529,565,0,13,1
530,45,600.961,0.666666667,1
530,523,4266.083047,0.168,1
530,541,194.743,0.200000021,1
530,568,258.119,0.222857257,1
531,570,2481.016337,0.173751802,1
531,572,89.43,0.173333334,1
532,533,4156.257698,0.204786724,1
532,571,21.542,0.106666667,1
533,15,1893.431,0.833333333,1
533,219,3025.252422,0.367542295,1
533,242,1124.566698,0.257152569,1
533,571,2351.276,0.400760559,1
533,573,374.095,0.188571559,1
534,531,2375.703337,0.187038284,1
534,542,0,0.24,1
534,573,1458.102422,0.222981823,1
535,555,6210.038,0.228535421,1
535,559,959.436,0.186673264,1
535,589,3992.424645,0.204003001,1
535,721,1774.39261,0.173427612,1
536,524,3227.401342,0.214991684,1
536,561,2511.820663,0.161466237,1
536,588,0,13,1
536,589,5299.3447,0.214098697,1
537,525,3945.116047,0.168,1
537,540,0,0.24,1
537,544,4699.908999,0.229708076,1
538,15,1902.242,0.833333333,1
538,539,1948.778663,0.190023946,1
538,574,1465.345335,0.186710027,1
539,226,1407.631663,0.53559182,1
539,579,1059.196,0.186670464,1
540,537,4026.586047,0.168,1
540,580,0,0.222857143,1
540,584,337.087,0.200000243,1
541,531,194.743,0.186666686,1
541,542,0,0.24,1
542,523,0,0.257142857,1
542,534,0,0.24,1
542,577,0,0.222857143,1
543,540,75.31,0.2,1
543,544,0,0.24,1
544,538,4699.908999,0.214394204,1
544,579,0,0.24,1
545,526,504.364,0.066666802,1
545,547,4112.289698,0.300029631,1
546,526,1938.520704,0.213505286,1
546,547,38.14,0.133333333,1
547,532,4177.799698,0.116053015,1
548,529,999.968,0.173359791,1
548,551,1408.937134,0.186703083,1
549,550,999.968,0.18669516,1
549,552,67.913,0.186666667,1
550,530,0,0.2,1
550,567,4342.329717,0.191443919,1
551,45,703.0781809,0.666666667,1
551,521,0,0.24,1
551,522,0,0.222857143,1
551,556,705.8589526,0.173334898,1
552,522,0,0.222857143,1
552,553,0,0.24,1
552,558,67.913,0.173333334,1
553,523,0,0.257142857,1
553,550,3342.361717,0.192758433,1
553,552,0,0.24,1
554,521,5052.696558,0.224919696,1
554,726,742.5829943,0.173340379,1
555,45,1625.323819,0.666666667,1
555,521,5114.205,0.226172697,1
555,535,4267.250302,0.205381778,1
555,554,649.962,0.106669065,1
556,535,1044.421953,0.173342268,1
556,555,19.041,0.08,1
557,522,0,13,1
557,556,357.604,0.173333607,1
558,557,357.604,0.173333607,1
558,560,62.124,0.186666667,1
559,557,0,14,1
559,560,959.436,0.173339459,1
560,583,959.436,0.186673264,1
560,587,62.124,0.173333333,1
561,562,313.976,0.186666832,1
561,585,2521.745663,0.188407533,1
562,524,305.678,0.068571446,1
562,673,520.655,0.200001677,1
563,501,5273.274489,0.232922976,1
563,716,312.1952963,0.160000038,1
564,548,813.6289526,0.186669837,1
564,563,312.1952963,0.173333375,1
565,502,0,14,1
565,564,312.1952963,0.173333375,1
566,549,67.913,0.173333334,1
566,565,312.1952963,0.173333375,1
567,516,4512.228717,0.209799268,1
567,566,312.1952963,0.186666711,1
568,476,88.22,0.240000001,1
568,530,4687.813047,0.156,1
568,567,482.0942963,0.200000332,1
569,541,0,0.222857143,1
569,568,434.2972963,0.200000208,1
570,485,2481.016337,0.187117325,1
570,569,434.2972963,0.186666861,1
571,546,1938.520704,0.200161206,1
571,570,434.2972963,0.173333514,1
571,572,0,0.222857143,1
572,573,89.43,0.24,1
573,239,374.095,0.22285718,1
573,533,1547.532422,0.188712858,1
573,534,0,0.222857143,1
574,543,75.31,0.186666667,1
574,575,1390.035335,0.173365178,1
575,240,0,0.186666667,1
575,576,3833.80576,0.189786587,1
576,534,3833.80576,0.176230402,1
576,577,374.095,0.186667027,1
577,578,0,0.24,1
577,581,374.095,0.200000386,1
578,543,0,0.222857143,1
578,575,2443.770424,0.187088014,1
579,525,1059.196,0.200004069,1
579,538,0,0.18,1
579,595,0,0.514285714,1
580,540,4288.363047,0.156,1
580,578,2443.770424,0.200451444,1
580,581,0,0.24,1
581,523,0,0.222857143,1
581,580,4288.363047,0.168,1
581,582,351.815,0.200000294,1
582,553,3342.361717,0.178989974,1
582,558,351.815,0.186666941,1
583,580,2443.770424,0.200451444,1
583,582,3342.361717,0.187295309,1
584,583,4826.696141,0.202315086,1
584,587,893.1,0.186683905,1
585,53,466.338,0.5,1
585,537,3341.717557,0.206521302,1
585,584,5382.709141,0.220392799,1
586,562,512.357,0.240000063,1
586,585,5380.592035,0.237257529,1
587,561,323.901,0.173333509,1
587,588,631.323,0.173336757,1
588,559,0,0.173333333,1
588,589,631.323,0.066667984,1
589,535,5741.38,0.220131385,1
589,536,3992.424645,0.204003001,1
589,721,189.2876997,0.133333346,1
590,535,1883.239,0.186798965,1
590,554,5145.317553,0.228137253,1
591,594,1963.839,0.339537223,1
591,595,0,0.685714286,1
591,945,5118.949047,1.54171882,1
592,611,3151.771958,0.2673584,1
592,946,130.838,1.200000035,1
593,600,95.237,0.300000006,1
593,606,0,0.3,1
593,607,0,0.222857143,1
594,640,2232.739,0.666775351,1
595,525,1276.721442,0.240321487,1
595,591,5360.173953,0.480001277,1
596,597,0,0.771428571,1
596,599,821.987,0.173344402,1
597,17,240.694,0.666666667,1
597,229,436.042,0.933354912,1
597,598,147.675,0.173333366,1
598,597,416.194,0.173336591,1
598,599,15.733,0.737142857,1
598,619,131.942,0.880000078,1
599,608,0,0.222857143,1
599,610,837.72,0.186679635,1
600,601,84.624,0.171428572,1
600,609,0,0.5,1
600,612,125.029,0.560000039,1
601,16,2102.838639,1,1
601,604,2790.409319,0.347189962,1
602,16,2173.893361,1,1
602,603,578.795,0.137143668,1
602,605,95.237,0.222857143,1
603,227,38.049,0.72,1
603,606,0,0.28,1
603,621,1853.948,0.343483041,1
604,226,2790.409319,0.78388643,1
605,593,95.237,0.222857143,1
605,604,0,0.24,1
606,593,0,0.3,1
606,603,0,0.28,1
606,605,0,0.085714286,1
607,596,0,0.222857143,1
607,606,0,0.377142857,1
608,17,1274.532,0.666666667,1
608,600,114.416,0.257142858,1
608,607,0,0.222857143,1
609,608,1274.532,0.240069221,1
609,610,0,0.222857143,1
610,614,837.72,0.173345376,1
610,618,0,0.908571429,1
611,601,4344.340958,0.363889623,1
612,592,130.838,0.420000036,1
612,611,1192.569,0.102878528,1
613,609,1274.532,0.240069221,1
613,612,1198.378,0.377223169,1
614,613,682.262,0.222860106,1
614,616,831.911,0.18667924,1
615,613,1790.648,0.240369243,1
615,616,286.271,0.222866344,1
616,615,0,0.222857143,1
616,617,1085.927,0.247032618,1
616,919,32.255,1.066666667,1
617,19,931.598,0.833333333,1
617,614,676.453,0.462863042,1
617,616,0,0.24,1
617,618,416.194,0.222915228,1
618,617,131.942,0.222857346,1
618,619,416.194,0.137178602,1
619,598,416.194,0.88004314,1
619,618,131.942,0.137142982,1
619,918,0,1.6,1
620,621,0,0.771428571,1
621,17,1042.713,0.666666667,1
621,596,821.987,0.33335462,1
621,620,0,0.771428571,1
622,623,1334.950278,0.481280511,1
622,883,737.897,0.857266286,1
623,50,368.447,0.5,1
623,622,689.077,0.480049343,1
623,636,2357.624279,0.347314306,1
623,646,1200.516278,1.030198455,1
624,61,353.519,0.583333333,1
624,627,1403.972278,0.066945729,1
624,641,2657.279,0.542841497,1
624,646,1430.795279,1.032431985,1
625,49,885.292,0.75,1
625,629,1034.429,0.600455921,1
625,641,431.242,0.426676057,1
625,653,2853.119,0.89618916,1
626,638,4408.663342,0.150234878,1
626,640,5502.387795,0.462308218,1
626,658,0,55,1
627,58,495.383,0.533333333,1
627,624,4053.690279,0.097787336,1
627,892,747.6932776,0.666836147,1
627,899,344.668,0.600002035,1
628,630,1553.838602,0.533503118,1
628,642,234.366,0.533350338,1
628,643,0,1,1
629,62,364.672,0.666666667,1
629,625,513.927,0.600014554,1
629,628,0,1.1,1
629,632,839.78,0.685739638,1
629,653,3326.488163,0.481577136,1
630,61,552.79,0.583333333,1
630,628,234.366,0.466681546,1
630,629,3910.290163,0.56830326,1
630,632,5889.976626,0.407508277,1
630,902,6454.480722,0.665387559,1
630,1013,2899.480639,0.810497145,1
631,646,0,0.3,1
631,899,219.593,1.000001502,1
632,64,972.8184972,0.75,1
632,630,5901.364722,0.407577249,1
632,637,7356.434626,0.231830107,1
632,924,243.563,0.411428606,1
633,40,1195.074,1.083333333,1
633,634,2334.12,0.568924353,1
633,644,2369.934,0.180002584,1
634,635,137.436,0.257142867,1
634,649,1582.97,1.086667746,1
634,667,1158.812,0.560045819,1
634,885,1224.956,0.68691213,1
635,634,931.256,0.257259329,1
635,644,48.82,0.428571429,1
635,1019,2607.642722,0.267469943,1
636,623,463.607,0.333343454,1
636,645,2357.624279,0.240737782,1
636,650,0,0.506666667,1
637,62,554.42,0.666666667,1
637,632,5960.74622,0.224369769,1
637,638,5775.722795,0.194037959,1
637,713,4740.621131,0.60026047,1
638,626,5502.387795,0.181588822,1
638,637,5936.51322,0.202464709,1
638,923,1649.608455,0.426834478,1
639,947,62.073,1.200000003,1
640,52,378.079,0.533333333,1
640,626,4408.663342,0.133496034,1
640,659,5142.538795,0.420918795,1
641,624,418.812,0.506676458,1
641,625,2286.25,0.442276179,1
641,642,406.639,0.600139483,1
642,61,19.02,0.583333333,1
642,628,1553.838602,0.609717849,1
642,641,23.18,0.6,1
642,893,267.626,0.733375513,1
643,896,0,0.6,1
644,622,1383.770278,0.401569882,1
644,635,1034.983722,0.343118358,1
645,636,47.16,0.205714287,1
645,700,1255.860722,0.426846023,1
645,1018,2357.624279,0.267486425,1
646,49,335.909,0.75,1
646,260,0,3,1
646,623,2428.956279,1.080858324,1
646,624,857.9142776,1.028882503,1
646,631,219.593,0.300010953,1
647,656,391.5113003,0.173333447,1
647,753,0,0.222857143,1
648,647,0,0.222857143,1
648,710,0,0.222857143,1
649,634,137.436,1.08000004,1
649,665,0,0.274285714,1
649,679,1657.5,0.343217706,1
649,683,28.99,0.171428571,1
649,885,392.891,1.000021865,1
650,636,416.447,0.506676215,1
651,740,0,0.222857143,1
652,50,243.526,0.5,1
652,650,416.447,0.080000069,1
652,701,3643.053785,0.181629795,1
653,62,316.987,0.666666667,1
653,625,356.91,0.805717532,1
653,706,3466.552785,0.803014931,1
653,712,3602.453378,0.209107542,1
654,704,395.637,0.173333453,1
654,751,3424.802678,0.179637194,1
655,51,540.948,0.583333333,1
655,629,0,1.14,1
655,708,3061.505378,0.545114836,1
655,712,135.881,0.253333339,1
656,654,758.9343003,0.186668993,1
656,709,0,0.173333333,1
657,536,0,14,1
657,671,26.484,0.222857143,1
658,672,0,0.173333333,1
658,756,0,13,1
659,52,136.761,0.533333333,1
659,673,11169.34318,0.802352448,1
660,666,3703.48756,0.196279372,1
660,680,4.135,0.222857143,1
660,681,0,0.24,1
661,647,391.5113003,0.173333447,1
661,754,5134.50383,0.211483214,1
662,668,3804.411374,0.211607079,1
662,693,0,0.222857143,1
663,669,5107.11383,0.226785663,1
663,695,0,0.222857143,1
664,53,495.334,0.5,1
664,591,1722.614094,0.471516594,1
664,594,268.9,0.200000089,1
665,649,103.52,0.27428579,1
665,677,715.845,0.306677257,1
666,42,0,0.666666667,1
666,678,2026.118284,0.187324678,1
666,717,5343.519073,0.218888474,1
667,651,0,0.274285714,1
667,688,1187.802,0.160014611,1
668,43,0,0.583333333,1
668,690,1152.531361,0.186681575,1
668,730,4184.35156,0.188692787,1
669,670,1885.295726,0.186799608,1
669,722,4512.84783,0.194826712,1
670,536,1746.797361,0.200364565,1
670,671,1435.016976,0.186706177,1
671,663,0,0.24,1
671,698,1461.500976,0.186709524,1
672,661,0,0.186666667,1
672,711,2275.313333,0.173618136,1
673,524,5020.1507,0.204109718,1
673,664,2062.303094,0.466850326,1
673,720,7749.856382,0.257972257,1
673,750,2398.326342,0.174626603,1
674,675,356.0495733,0.186666956,1
674,778,4987.469499,0.286421769,1
675,676,356.0495733,0.13333354,1
675,718,680.069,0.186671799,1
676,42,1174.886,0.666666667,1
676,715,841.2165733,0.053337108,1
676,716,4464.519302,0.206579389,1
676,777,6545.39665,0.236052762,1
677,741,3771.229797,0.154853382,1
678,681,680.069,0.186671799,1
678,719,2026.118284,0.173944344,1
679,42,955.891,0.666666667,1
679,649,530.327,0.342858461,1
679,677,3055.384797,0.190753667,1
679,680,0,0.342857143,1
680,660,0,0.222857143,1
680,679,4.135,0.342857143,1
680,685,105.08,0.173333335,1
681,660,4.135,0.24,1
681,682,0,0.222857143,1
681,687,675.934,0.173337972,1
682,521,0,0.222857143,1
682,681,0,0.222857143,1
682,719,0,0.24,1
683,738,28.99,0.205714286,1
684,679,2649.601797,0.175347419,1
684,683,0,0.2,1
685,684,165.636,0.173333342,1
685,732,124.14,0.186666669,1
686,660,3703.48756,0.182259417,1
686,685,184.696,0.173333348,1
687,42,489.877,0.666666667,1
687,686,184.696,0.186666682,1
687,727,1421.37,0.186802729,1
688,43,611.5969964,0.583333333,1
688,689,1152.531361,0.173347177,1
688,736,3049.544797,0.177096261,1
689,43,19.06,0.583333333,1
689,668,1152.531361,0.173347177,1
689,693,105.08,0.200000001,1
690,691,1291.029726,0.173356261,1
690,694,1014.906634,0.200032609,1
691,669,1291.029726,0.173356261,1
691,724,0,0.222857143,1
692,651,0,0.171428571,1
692,688,3418.531154,0.207214653,1
693,692,0,0.222857143,1
693,734,105.08,0.186666668,1
694,662,0,0.24,1
694,696,1014.906634,0.173361594,1
695,691,0,0.257142857,1
695,694,0,0.222857143,1
696,43,192.2693039,0.583333333,1
696,723,1622.79018,0.173396715,1
696,745,1634.83554,0.173568688,1
697,663,5107.11383,0.226785663,1
697,698,1650.18018,0.186740197,1
698,699,1776.894,0.173428205,1
698,748,1334.787156,0.173359924,1
699,52,564.545,0.533333333,1
699,657,0,14,1
699,673,2313.237,0.173639856,1
700,50,345.106,0.5,1
700,650,0,0.24,1
700,701,1960.852722,0.093412493,1
701,702,1358.586722,0.173362097,1
701,743,4245.319785,0.189713059,1
702,51,992.605,0.583333333,1
702,704,198.767,0.173333353,1
702,751,1662.512722,0.17340391,1
703,729,3996.680678,0.185858188,1
703,744,2063.791086,0.173517896,1
704,652,56.388,0.173333333,1
704,707,538.016,0.173335015,1
705,640,1752.056342,0.534318587,1
705,658,0,0.173333333,1
706,51,0,0.583333333,1
706,652,4246.638785,0.189735697,1
706,707,0,0.222857143,1
707,708,0,0.222857143,1
707,712,538.016,0.69334006,1
708,654,3061.505378,0.177162322,1
708,709,0,0.24,1
709,648,0,0.222857143,1
709,655,0,0.86,1
710,51,334.532,0.583333333,1
710,661,5526.015131,0.226224238,1
710,711,652.89,0.240000623,1
711,714,2928.203333,0.4556199,1
712,653,673.897,0.200005281,1
712,655,3602.453378,0.264869553,1
713,710,4740.621131,0.461738823,1
713,714,0,0.257142857,1
714,52,24.08,0.533333333,1
714,638,2904.123333,0.294759544,1
714,640,0,0.514285714,1
714,658,0,1,1
715,501,841.2165733,0.186679878,1
715,819,0,0.24,1
716,527,4464.519302,0.206579389,1
716,676,5621.20765,0.218324399,1
716,718,0,0.213333333,1
717,674,5343.519073,0.218888474,1
718,678,680.069,0.173362243,1
718,717,0,0.186666667,1
719,527,2026.118284,0.120423007,1
719,716,0,0.24,1
720,586,5380.592035,0.237257529,1
720,595,2369.264348,0.200393386,1
721,670,1296.51861,0.173356698,1
721,722,667.1616997,0.18667138,1
722,43,667.1616997,0.583333333,1
722,590,5714.148553,0.234712843,1
722,724,58.82900573,0.173333333,1
723,695,0,0.24,1
723,697,1622.79018,0.173396715,1
724,725,58.82900573,0.222857143,1
724,728,0,0.173333333,1
725,590,1314.408,0.173358165,1
725,726,58.82900573,0.24,1
726,682,0,0.222857143,1
726,687,801.412,0.173343223,1
727,725,1314.408,0.173358165,1
727,728,1153.405,0.173383243,1
728,690,1153.405,0.173383243,1
728,730,0,0.186666667,1
729,662,3804.411374,0.19749994,1
729,696,1363.754304,0.18669817,1
730,731,4184.35156,0.188692787,1
730,733,0,0.173333333,1
731,686,3703.48756,0.196279372,1
731,727,1046.443,0.186676371,1
732,731,565.579,0.173333918,1
732,733,124.14,0.173333336,1
733,689,124.14,0.173333336,1
733,736,0,0.173333333,1
734,729,1171.485,0.173348218,1
734,744,105.08,0.173333335,1
735,692,3418.531154,0.193400343,1
735,734,1171.485,0.173348218,1
736,737,3049.544797,0.177096261,1
736,739,0,0.173333333,1
737,684,2483.965797,0.188294534,1
737,732,565.579,0.173333918,1
738,737,0,0.186666667,1
738,739,28.99,0.222857143,1
739,667,28.99,0.222857143,1
740,735,3312.78809,0.121047658,1
740,742,0,0.24,1
741,666,3666.149797,0.181866211,1
741,680,105.08,0.186666668,1
742,700,322.736,0.222857217,1
742,1018,4137.081807,0.545838168,1
743,735,1277.228064,0.173411873,1
743,742,4459.817807,0.110159275,1
744,702,677.145,0.173338009,1
744,743,1491.726086,0.173376921,1
745,703,1817.516086,0.186779637,1
745,752,463.5894541,0.173334201,1
746,723,0,0.222857143,1
746,745,646.27,0.173334391,1
747,697,5134.50383,0.211483214,1
747,746,646.27,0.173334391,1
748,747,646.27,0.186667805,1
748,755,1334.787156,0.173359924,1
749,699,0,13,1
749,748,646.27,0.173334391,1
750,749,646.27,0.173334391,1
750,757,1752.056342,0.173653541,1
751,703,4242.955678,0.189672544,1
751,752,844.3597224,0.186670405,1
752,656,367.423,0.173333642,1
752,753,940.5261765,0.173338941,1
753,746,0,0.222857143,1
753,754,940.5261765,0.173338941,1
754,747,5134.50383,0.211483214,1
754,755,940.5261765,0.186672705,1
755,672,2275.313333,0.173618136,1
755,756,0,0.173333333,1
756,749,0,13,1
756,757,0,0.173333333,1
757,705,1752.056342,0.173653541,1
758,35,2290.855,0.75,1
758,336,5731.72732,0.703940293,1
758,364,33.93,0.291428571,1
758,779,1598.333943,0.192,1
758,786,4856.731228,0.209566938,1
759,765,573.821,0.24000011,1
759,772,3394.533972,0.242335162,1
760,35,161.327,0.75,1
760,761,702.082,0.257143175,1
760,782,3398.952954,0.420000001,1
761,41,1378.056201,0.916666667,1
761,781,2821.413105,0.36439968,1
761,868,41.35,0.102857143,1
761,869,1769.675,0.215832699,1
762,766,6480.138395,0.281378255,1
762,775,2029.121,0.120082879,1
762,793,5997.514911,0.403996718,1
762,813,2674.287576,0.334456653,1
762,817,364.7846304,0.173372844,1
762,865,597.2317995,0.666676956,1
763,36,1901.396728,0.616666667,1
763,764,5726.173323,0.146596935,1
763,781,1775.442201,0.202377297,1
